LIMIT,K,MEAN_ERROR,STD_ERROR,FAILRATE,MAX_ERROR,MIN_ERROR,MEDIAN_ERROR,25th_PERCENTILE,75th_PERCENTILE,90th_PERCENTILE,95th_PERCENTILE,99th_PERCENTILE,99.99th_PERCENTILE
0.5,1,13.465597221360902,15.599901113424522,0.0,87.42127165497969,0.0,8.074118860464612,3.1572340326506843,18.4315426952806,31.4727254472171,49.05212078731323,71.92796438888057,87.17510972819174
0.5,2,12.623810384798661,13.799147524882125,0.0009000900090009,86.76602045094229,0.0,8.015122465065529,3.4901037221282696,17.19061859431084,30.22014155303031,40.71977941235564,68.16590098624614,86.16009717275423
0.5,3,12.408952768801957,13.038707288601538,0.0009000900090009,81.30232993527633,0.0,8.057926263507689,3.9566874125914984,16.336522291873987,26.425387154561562,39.04981869110504,65.18910200235138,81.15421030913785
0.5,4,12.410482801864939,12.862195121495821,0.0027002700270027003,79.96671563285695,2.7939677238464355e-09,8.052568252044278,3.9396632425148947,16.325776133981535,27.510625951362382,38.01588478023288,64.34334243951379,79.78851144886508
0.5,5,12.415543928383967,12.8572234030912,0.0027002700270027003,79.96671563285695,2.7939677238464355e-09,8.407708880950622,4.008367748165349,15.885562950690177,26.82522404084784,37.2341517610461,65.10138449398704,79.74897714726372
0.5,6,12.339848236352625,12.678978967338123,0.0027002700270027003,79.96671563285695,2.7939677238464355e-09,8.44043186510298,3.9522459937386936,15.852589263422079,27.623087286827932,37.189207096612066,66.05228048108556,79.72279005876311
0.5,7,12.32308075347599,12.456302096186139,0.0036003600360036,79.96671563285695,2.7939677238464355e-09,8.550269134513405,3.9722236468663565,15.905893800694665,27.89695516234053,37.04749489254792,63.23475262681858,79.01891093369991
0.5,8,12.346397646754195,12.21568547507273,0.0054005400540054005,79.96671563285695,2.7939677238464355e-09,8.647235130432353,4.1425623676070025,16.060102795750993,27.130276119187492,36.692165938960166,62.79364435950317,79.14138281005737
0.5,9,12.40295227268308,12.164621880448996,0.0054005400540054005,77.19863713286084,2.7939677238464355e-09,8.687096122136417,4.325511677191417,16.242763549138058,28.131944677820616,36.14368001063485,63.29475980417815,76.82020361931396
0.5,10,12.39553994460333,12.072137236146935,0.0063006300630063005,74.79495220431849,6.51925802230835e-09,8.759074291676104,4.4135518901192565,16.362085225676353,27.004453620487674,36.028012215768165,63.23495596282662,74.60909681190999
0.5,11,12.395901780779688,11.934349055324205,0.0063006300630063005,73.45493384490072,6.51925802230835e-09,8.794412716869228,4.420222987533545,16.288894679041775,27.372185145540136,35.63787182576488,62.128750621015634,73.17935662564402
0.5,12,12.42173483218103,11.787941177543797,0.0063006300630063005,69.17082247846838,6.51925802230835e-09,8.746324401382463,4.465467173523036,16.170732621206035,27.23045393517407,35.13124929359499,60.02084082893743,69.13989883323165
0.5,13,12.377400376540496,11.641644370676124,0.0063006300630063005,69.1896108196789,6.51925802230835e-09,8.7275431757549,4.444689698730381,16.357588990821075,26.92854346398448,35.1773390893989,57.604951471022154,69.11088436308185
0.5,14,12.3535182409954,11.521567960886966,0.0063006300630063005,69.22993888902211,0.24316146268120034,8.701270754845023,4.44282952430665,16.229093263517612,27.787325282779644,34.959704950338356,57.475038227152766,69.09165098366346
0.5,15,12.332698451260459,11.427312850804503,0.008100810081008101,67.97619541367968,0.2327807483078256,8.852675050069772,4.4570294857471735,16.38040800172011,27.344753370028272,34.89962470748255,57.96972726802874,67.80010393696426
0.51,1,13.53893125976122,15.651120480512922,0.0018001800180018,85.20359663887409,0.0,8.191697804311191,3.191582980854586,18.09553538496685,31.84604869686789,49.84439269075482,71.52579840889159,85.16911053356426
0.51,2,12.60195795518621,13.56016436412875,0.0027002700270027003,86.76602045094229,0.0,8.190755333179181,3.4464170099790725,17.261407468076396,30.22014155303031,39.10258954478545,68.170070339495,86.16118991085709
0.51,3,12.350027257322811,12.97024859039499,0.0036003600360036,81.30232993527633,0.0,8.057175305184868,3.9354753820119077,16.36519127994608,26.397660944560165,37.82307359564647,67.67100424589208,81.15461099342848
