FILE,ATTACK_SUCCESSFUL,ATTACK_FAILED,POSITIONING_FAIL,NORMAL_POSITIONING_FAIL,MEAN_ERROR_NORMAL_RSS,MEAN_ERROR_ACTUAL_POSITION,TOTAL_OF_ATTACK
ValidationData_1.csv,162,949,292,186,7.417119622632453,13.763950641955498,1111
ValidationData_2.csv,231,880,366,186,7.77915842413805,14.229809101731014,1111
ValidationData_3.csv,265,846,410,186,8.715419454397134,15.223795219996312,1111
ValidationData_4.csv,290,821,428,186,10.000632749576052,15.579667370937289,1111
ValidationData_5.csv,276,835,472,186,12.094815452053437,17.650108712936678,1111
ValidationData_6.csv,300,811,462,186,12.326185662321109,17.32954143448253,1111
ValidationData_7.csv,325,786,487,186,11.86286783134541,16.452780673930235,1111
ValidationData_8.csv,312,799,508,186,12.858210304171754,17.277495325050324,1111
ValidationData_9.csv,301,810,532,186,13.032252855675013,18.169968834440557,1111
ValidationData_10.csv,309,802,547,186,13.643640200591724,18.047574180006606,1111
