LIMIT,K,MEAN_ERROR,STD_ERROR,FAILRATE,MAX_ERROR,MIN_ERROR,MEDIAN_ERROR,25th_PERCENTILE,75th_PERCENTILE,90th_PERCENTILE,95th_PERCENTILE,99th_PERCENTILE,99.99th_PERCENTILE
0.5,1,11.200453085284241,12.099698691759416,0.0,72.20144232762101,0.0,7.7669008764241365,3.16805779759136,14.0003468674709,28.00867659333072,33.89592482114721,51.850975193987345,71.99793765628435
0.5,2,11.09320129167088,11.309494856126657,0.0,70.97659732366625,0.0,6.499518508638857,3.568403624131198,15.167283341835763,24.19017650097177,33.89592482114721,41.698481184172714,70.68381616227084
0.5,3,11.570630860960158,11.105496976880822,0.0,71.3622994909652,0.35509034645897347,7.2883174623463,4.06950946482349,16.106554459700355,26.49262002140095,33.89592482114721,39.672574645151386,71.04540224250654
0.5,4,11.408018023789689,10.949073533273644,0.01,71.5636898470888,0.79488723900864,7.020068381431754,4.509001382991521,14.618402618572304,27.903867111091152,31.72465210257709,37.88434055002213,71.2268963541177
0.5,5,11.443294124589174,10.78890627136436,0.01,71.20527251873112,0.79488723900864,6.899333438704858,4.420488823517331,14.6844932484581,26.614844661173223,32.414276818298745,37.918245077430115,70.87240224431768
0.5,6,11.416046948494106,10.877971101642446,0.01,71.3622994909652,0.9030479498315199,7.025365522114214,4.016786110412857,15.037332234315517,25.35442022979239,32.61491941562976,37.71403695756791,71.02581686563079
0.5,7,11.62615808158635,11.050467226874233,0.01,71.13909349871973,0.6992536357883199,7.641002802042696,3.928432806857817,16.17316290274609,26.13213033381,34.40189854083497,41.39021237945838,70.84160468752674
0.5,8,11.769683560391794,11.098891901889932,0.01,71.26373030505309,0.5912596583933132,7.807688763291862,3.9177148371302524,17.58665428093586,23.967452773698152,31.280343430975734,43.96386180124019,70.9907316200146
0.5,9,11.69669005297989,11.122359508587891,0.01,71.3622994909652,0.8419496267893405,7.863626999408727,3.564676270922993,16.619238262691347,24.69434782516524,30.39166916396934,46.24850902243894,71.11116158627961
0.5,10,11.591860043967245,10.604094872600367,0.01,67.05675922615461,1.2076267566235939,8.066444773808625,3.7432251517414814,16.77424916519132,23.310520072206806,30.213071744190373,43.18577385417376,66.8180493724345
0.5,11,11.670768355069097,10.307896647745519,0.01,62.89880812082309,0.26850488751294493,8.249630522659956,3.9922662230661947,16.948182303073573,23.725851332070537,30.928678807463402,45.32075320421657,62.7230275716568
0.5,12,11.71353253171167,9.99878788662586,0.01,59.9643540069396,0.3508039135085696,8.743920143438473,4.304804513429865,17.084713908273372,22.395513169001934,31.366484542614856,41.74261313327203,59.78213659820269
0.5,13,11.795451375976715,9.975401073480787,0.01,57.620266261713034,0.4441318916426873,8.503559495128192,4.101970301836122,17.473538640539854,22.95349316786692,31.78182178585952,43.232023152094634,57.47638383061666
0.5,14,11.730957576682377,9.742772839614535,0.01,55.4146373128102,0.5324540695013517,8.398754766397023,3.985209207180717,16.809624203591863,22.982361462946095,32.16238859887239,40.63756225304493,55.26686656221236
0.5,15,11.797715377594873,9.715384976454992,0.02,56.25815320886905,0.6125215666238517,8.44630525995533,4.255974423218482,16.980237747135835,22.742857400746995,32.517796966652945,38.65153577976309,56.08208703457782
0.55,1,11.645241438539305,12.135686921767235,0.01,69.95938387520997,0.0,7.836184359096047,3.236287093058668,15.23928207356146,27.966470102693602,33.89592482114721,52.01169429901606,69.7799069794478
0.55,2,11.511454345259546,11.54821710995959,0.02,70.97659732366625,0.0,6.860703750094354,3.5818299117175445,18.35786116715944,24.70533825293769,33.89592482114721,42.28995827789974,70.68973093320831
0.55,3,11.64677843933239,11.179560012341904,0.02,71.3622994909652,0.35509034645897347,7.438540397030752,3.9814584154561588,15.961083608160479,26.32524115449335,33.89592482114721,40.31277110668285,71.05180420712207
0.55,4,11.414523527421595,10.905137853166428,0.03,70.97659732366625,0.79488723900864,7.020068381431754,4.540769301264653,14.622054752987085,27.767753546927654,31.232061732772564,36.616987944865706,70.63300122987803
0.55,5,11.492689710613071,10.987390185508158,0.03,71.20527251873112,0.79488723900864,6.899333438704858,4.39036471434999,14.561895577750862,27.548526453130055,31.46981201634128,38.59757216806877,70.8791955152243
0.55,6,11.52535355706424,11.056955627126554,0.03,71.3622994909652,0.5932008220493914,7.025365522114214,4.009099955960879,14.871280864720728,26.538914929899963,32.680283963318146,37.785588488798815,71.02653238094332
0.55,7,11.730486428578155,10.864441552906806,0.04,65.32898307995153,0.7765452404211252,8.491708000527026,3.769283905874966,15.942784704985048,26.200560327757934,34.422572219662825,41.198316471862675,65.08767641387057
0.55,8,11.901234363943802,10.573355833206348,0.04,59.99532301918593,0.9614473922914526,8.443327664606397,3.8598430469086162,17.58665428093586,24.69717926028818,31.78006107833937,43.80758866076513,59.83344567560168
0.55,9,11.721600137581525,10.389422731486093,0.04,56.65276504966071,0.9954056506653955,8.290899449867226,3.571559688640728,16.555828541546667,25.102628380737784,30.035016252078062,46.28182180451234,56.54905561720919
0.55,10,11.573589289073908,9.93617274079966,0.04,53.75151964340109,0.9223670609258131,8.100530136589503,3.834538261155923,16.42687921790851,23.946289806344723,29.859356725621538,41.93331987283456,53.63333764569539
0.55,11,11.600535612970575,9.904672475306436,0.04,54.99748602768459,0.26850488751294493,8.651187913183358,4.120402133079402,16.39796155774276,23.74508591185343,30.0340438366582,43.80840404381368,54.885595207845846
0.55,12,11.74335379175314,9.906456218737869,0.06,56.08544248706739,0.3508039135085696,8.935428029200345,4.223962648008723,16.664754084242784,23.425009582395287,30.403985459545947,41.22977530168863,55.93688581521344
