FILE,ATTACK_SUCCESSFUL,ATTACK_FAILED,POSITIONING_FAIL,NORMAL_POSITIONING_FAIL,MEAN_ERROR_NORMAL_RSS,MEAN_ERROR_ACTUAL_POSITION,TOTAL_OF_ATTACK
ValidationData_1.csv,142,969,48,40,10.871102634829189,17.18650261300815,0
ValidationData_2.csv,233,878,60,40,12.143704011004656,17.74250426294622,0
ValidationData_3.csv,280,831,86,40,13.729906696172971,19.701473677189018,0
ValidationData_4.csv,314,797,99,40,13.218439819134593,18.13277428643241,0
ValidationData_5.csv,335,776,115,40,15.40347288239736,19.111533748729382,0
ValidationData_6.csv,341,770,148,40,16.693581660380282,21.702270821308545,0
ValidationData_7.csv,379,732,176,40,17.995565058016208,22.43590862502098,0
ValidationData_8.csv,360,751,216,40,19.79986410927258,24.154010227562715,0
ValidationData_9.csv,365,746,236,40,19.774365329860593,24.542970185104064,0
ValidationData_10.csv,378,733,239,40,21.780947748601452,25.817797852415605,0
