LIMIT,K,MEAN_ERROR,STD_ERROR,FAILRATE,MAX_ERROR,MIN_ERROR,MEDIAN_ERROR,25th_PERCENTILE,75th_PERCENTILE,90th_PERCENTILE,95th_PERCENTILE,99th_PERCENTILE,99.99th_PERCENTILE
0.0,1,14.383675669831964,15.787181108946665,0.0,84.89235020106021,1.0244548320770264e-08,9.425136944898174,3.515242463927111,19.426672003588614,33.642994282107026,43.09042396190714,67.15998152239405,84.71502651427326
0.0,2,12.478022594152442,13.937747478293751,0.0,67.71476845457956,1.0244548320770264e-08,7.665507947461382,2.8933177929973386,15.965433507023938,31.88990590445584,42.054187069007575,65.68365357076142,67.69445730574134
0.0,3,12.719383362938904,13.349320483526,0.0,67.96921830613678,0.4838458901351739,7.59660047508884,3.4828173073124864,18.449581717669847,31.761077611464064,41.74511790734395,60.625621208927384,67.89578233516457
0.0,4,12.586419616060233,12.872999367915916,0.0,58.34264479382808,0.18261841864650719,7.778178647078258,3.5984041852742523,15.235730808314381,32.91683649433094,42.17269393959073,50.81988919131685,58.267417237802846
0.0,5,12.55773014539245,12.144816198770132,0.0,57.14444323485442,0.7278618815131431,7.748915524408859,3.8184374847356066,15.039673576177412,33.845085616362006,39.919998955372535,49.585341883598275,57.068852221341736
0.0,6,12.58339922006086,11.743921113752783,0.0,56.40241536264186,0.5295523275225844,8.568722512930808,4.023248616888338,15.945209789830551,33.14355202627171,36.17875807367168,49.6858515027612,56.335249724042946
0.0,7,12.535072552921058,11.628179607070466,0.0,56.770956491460076,0.3889884523767129,8.915427234951878,4.037573979276059,15.664065821337674,30.533654101434514,36.14014235180385,50.752671496614944,56.71077364151153
0.0,8,12.54710047200745,11.578264008898605,0.0,57.241072666317926,0.757693155171424,9.142395591297877,4.154711377309867,16.26933325706291,31.873560496650338,36.72837455469411,51.114106690969436,57.17980300656434
0.0,9,12.706138694576605,11.565530278985264,0.0,57.612914280968205,0.6518946692105911,8.723554261947712,3.8641017676708533,16.31397871785219,31.670095502963488,35.547745362243056,50.46484630965868,57.541433601254994
0.0,10,12.649253777423198,11.237423823363235,0.0,52.49094055614161,0.5845970693880129,8.531170167561942,3.9469713432472497,17.52944323613648,30.977678048199085,36.37705113249799,47.63985131962298,52.442429663776345
0.0,11,12.812971682747412,10.950196373320933,0.0,48.5288939450395,0.644260552117942,9.217677617201945,4.342273006737641,17.590576982411232,30.27439977903855,36.115714249988386,47.21917322118385,48.51579673780092
0.0,12,12.905437027941959,11.02556630609859,0.0,48.86064021791482,0.5902772938502089,9.303401106817091,4.805278354206721,18.74352420254985,29.593831005573765,35.965096753452485,46.69031589994399,48.83893697473508
0.0,13,13.004207523605878,11.093846351685189,0.0,49.15322316098965,0.6622492115344767,9.059039947770259,4.56102415049752,18.402308984157255,27.572373866177585,36.24626001065506,47.31757154130769,49.1348666447928
0.0,14,13.050615149702958,10.974006633854584,0.0,47.45691057823662,0.6962661060715966,9.146531155263734,4.74126747426806,18.449219205930127,28.616035107331054,37.13530140679218,46.38995654545648,47.4462410379088
0.0,15,13.04385046279639,10.870295995235324,0.0,47.7951958311337,0.7499012713103929,9.657938371363638,4.773274604122586,18.038378043028363,26.80900450639359,36.89077462286009,46.00855359290574,47.777329408751385
0.1,1,14.383675669831964,15.787181108946665,0.0,84.89235020106021,1.0244548320770264e-08,9.425136944898174,3.515242463927111,19.426672003588614,33.642994282107026,43.09042396190714,67.15998152239405,84.71502651427326
0.1,2,12.478022594152442,13.937747478293751,0.0,67.71476845457956,1.0244548320770264e-08,7.665507947461382,2.8933177929973386,15.965433507023938,31.88990590445584,42.054187069007575,65.68365357076142,67.69445730574134
0.1,3,12.719383362938904,13.349320483526,0.0,67.96921830613678,0.4838458901351739,7.59660047508884,3.4828173073124864,18.449581717669847,31.761077611464064,41.74511790734395,60.625621208927384,67.89578233516457
0.1,4,12.586419616060233,12.872999367915916,0.0,58.34264479382808,0.18261841864650719,7.778178647078258,3.5984041852742523,15.235730808314381,32.91683649433094,42.17269393959073,50.81988919131685,58.267417237802846
0.1,5,12.55773014539245,12.144816198770132,0.0,57.14444323485442,0.7278618815131431,7.748915524408859,3.8184374847356066,15.039673576177412,33.845085616362006,39.919998955372535,49.585341883598275,57.068852221341736
0.1,6,12.607823354837274,11.727957096282987,0.0,56.40241536264186,0.5295523275225844,8.568722512930808,4.13366132088701,15.945209789830551,33.14355202627171,36.17875807367168,49.6858515027612,56.335249724042946
0.1,7,12.52034451462658,11.633408899668407,0.0,56.770956491460076,0.3889884523767129,8.857765962535703,4.037573979276059,15.664065821337674,30.533654101434514,36.14014235180385,50.752671496614944,56.71077364151153
0.1,8,12.546720895410894,11.57829533765534,0.0,57.241072666317926,0.757693155171424,9.142395591297877,4.154711377309867,16.26933325706291,31.873560496650338,36.72837455469411,51.114106690969436,57.17980300656434
0.1,9,12.656376645647967,11.475718174027232,0.0,57.612914280968205,0.6518946692105911,8.723554261947712,3.8641017676708533,16.31397871785219,31.670095502963488,35.547745362243056,50.46484630965868,57.541433601254994
