LIMIT,K,MEAN_ERROR,STD_ERROR,FAILRATE,MAX_ERROR,MIN_ERROR,MEDIAN_ERROR,25th_PERCENTILE,75th_PERCENTILE,90th_PERCENTILE,95th_PERCENTILE,99th_PERCENTILE,99.99th_PERCENTILE
5,1,14.80329537263978,16.77653006849909,0.0072007200720072,85.25322048549128,0.0,8.893107731757008,3.463247281807546,20.039920862835373,35.92752426685466,57.13650689476862,74.25430607764879,85.21345258014695
5,2,14.011799072418112,15.741381365038512,0.0072007200720072,81.70412235415559,0.0,8.14595138717152,3.7978849795182406,18.451266370248874,35.44545049140578,50.960956811926195,70.96088225017377,81.65984482959506
5,3,13.798577040970196,15.009013289833701,0.0072007200720072,82.65555100065353,0.0,8.386037175080128,4.115324727979159,17.46537536251006,33.36607080760839,47.28501032410543,69.46666294020243,82.50642603924886
5,4,13.64748589371014,14.562004629758206,0.0072007200720072,80.7931393611451,0.0,8.39837314501962,4.249576278402594,17.509406055727336,31.999086620391505,47.178455323346384,67.88357238304401,80.57919874319262
5,5,13.572869715332713,14.259784131641162,0.0072007200720072,81.02395546697053,0.0,8.852326894969165,4.311469140462893,17.598712966690048,32.74511905513093,44.53608231305243,67.96457675914864,80.78457891415607
5,6,13.590724393208376,14.142432038181903,0.0072007200720072,81.17843752430974,0.0,8.713207920357613,4.241683994434317,17.413739302854243,33.009873084361466,44.31718504041142,67.44594465674936,80.92203704877649
5,7,13.506368638352155,13.936918596595874,0.008100810081008101,82.3313442493442,2.7939677238464355e-09,8.947735202382177,4.185009261466742,17.266374986782388,32.04632504458275,44.27049657756064,65.41268790008255,81.9656397889744
5,8,13.499212421931034,13.834466906131457,0.008100810081008101,83.5306442680773,2.7939677238464355e-09,8.910374488261589,4.211743389379491,17.226054415836604,31.81103379944443,43.03197968886012,66.50324825559137,83.04597624588051
5,9,13.566326669888713,13.768830747554619,0.008100810081008101,79.2211334832073,2.7939677238464355e-09,9.15508241443598,4.273101740231729,17.17990812033296,31.732834290728782,44.117314457144474,65.56785819781673,78.93531434891291
5,10,13.528560146786864,13.498002986747334,0.008100810081008101,79.2952845540193,5.587935447692871e-09,9.10434265617214,4.352208746109769,17.367853478290247,31.721623623878052,42.06993006843703,63.445726694734056,78.97664322934305
5,11,13.564065377007143,13.348209303462776,0.008100810081008101,79.35602142477775,5.587935447692871e-09,9.322624566625523,4.534962297503577,17.433863286213775,30.98158730429981,41.471753608853284,63.35137570131509,79.10184315193158
5,12,13.636256235819074,13.344359971953649,0.008100810081008101,79.40668199601754,5.587935447692871e-09,9.30215039567448,4.579566404861249,17.41384934949795,30.903424588377018,41.85862183376398,64.26806809714904,78.96942684950828
5,13,13.649730473798593,13.293219255111357,0.008100810081008101,79.44958159558456,5.587935447692871e-09,9.206585267885366,4.5812637922726935,17.39619490965875,31.31428466955443,41.331972726407734,63.83767480267335,79.01726775132633
5,14,13.676418699619127,13.205694812743019,0.008100810081008101,79.48637669042127,5.587935447692871e-09,9.415994804931394,4.615020199615971,17.59748523629044,31.83903823603919,41.4761016148071,63.967488387233075,79.07628983447617
5,15,13.687440075941726,13.116042323571014,0.009000900090009001,79.59671494975872,4.6566128730773926e-09,9.522234949636877,4.689025299813816,18.02921997730347,31.470335462057175,41.472334856398355,62.90320916399962,78.90942335443022
4,1,14.804740855873495,16.743917725882092,0.0018001800180018,85.25322048549128,0.0,8.908951808255182,3.464459019037644,20.06204719450112,35.8616139656842,57.117818198053186,74.19016040280856,85.21323605797626
4,2,14.028962251092915,15.72147781069101,0.0018001800180018,81.70412235415559,0.0,8.191445055538317,3.894738937312473,18.455160178496783,35.25036578841343,50.95889024113514,70.91373702969632,81.6596037541437
4,3,13.813341870428374,14.993375237087756,0.0018001800180018,82.65555100065353,0.0,8.454111927577678,4.160719582747507,17.45151480185375,33.421052336908005,47.22004552531256,69.46666294016721,82.50561410660953
4,4,13.673108307390745,14.555794143209638,0.0018001800180018,80.7931393611451,0.0,8.453100829689374,4.249576281279331,17.482157771957162,32.11574465464246,47.02168368498208,67.86981832032747,80.57803391224172
4,5,13.591106501685244,14.25831537461436,0.0018001800180018,81.02395546697053,0.0,8.87595809256321,4.304283063818275,17.52062226853745,32.77858273560813,44.98718229163388,67.94038085632086,80.78327559354167
4,6,13.617119859141122,14.141140478490113,0.0018001800180018,81.17843752430974,0.0,8.760570575970034,4.2552525308834355,17.364538402495985,33.040827377519655,44.40486877435074,67.29595808700489,80.92064103892767
4,7,13.542394526294826,13.937400621904093,0.0018001800180018,82.3313442493442,2.7939677238464355e-09,8.960592588367879,4.226728677436346,17.209271999119828,32.178856918556825,44.338756056226,65.37210212056307,81.96331469249596
4,8,13.527964182705048,13.824496303113005,0.0018001800180018,83.5306442680773,2.7939677238464355e-09,8.96261839227349,4.236663496739914,17.240638031936268,31.851241994201846,43.40131399001275,66.44945825063795,83.04289479614788
4,9,13.59200602453381,13.75741174931337,0.0018001800180018,79.2211334832073,2.7939677238464355e-09,9.194213469606819,4.2722587832933545,17.21185611844694,31.83073395586574,43.96426387952532,65.4091807434455,78.93349715187367
4,10,13.564510209088693,13.48960131843839,0.0018001800180018,79.2952845540193,5.587935447692871e-09,9.212402990259767,4.353546996029292,17.457160085581428,31.731779801405253,41.99052332485402,63.43189099110621,78.97461735352752
4,11,13.592869483243474,13.33649170948416,0.0018001800180018,79.35602142477775,5.587935447692871e-09,9.378286543361966,4.534497414092712,17.493601221549834,31.03785717524996,41.44773994460467,63.34533607829484,79.10022712294878
4,12,13.666478404908428,13.332124972989046,0.0018001800180018,79.40668199601754,5.587935447692871e-09,9.303890308907292,4.612716488319521,17.48751567809071,30.944195191217418,41.78865728256559,64.2018769300758,78.96664684403527
4,13,13.685201904672423,13.281051006130749,0.0018001800180018,79.44958159558456,5.587935447692871e-09,9.263272007424856,4.596533554588971,17.459504814446532,31.393432825144455,41.36986872801771,63.809184674838434,79.01451916194392
4,14,13.71566825098783,13.194356266348818,0.0018001800180018,79.48637669042127,5.587935447692871e-09,9.508130850033872,4.68747013938834,17.636176436755736,31.89029195473345,41.585908225657505,63.83612530194193,79.07368256109577
4,15,13.718914756801805,13.102546013804794,0.0018001800180018,79.59671494975872,4.6566128730773926e-09,9.60472701192073,4.7025200715623345,18.05642810359164,31.560221970245102,41.69847642452266,62.820270239664666,78.90442487010039
3,1,14.830918810120817,16.745685631697082,0.0018001800180018,85.25322048549128,0.0,8.91321368718172,3.464459019037644,20.11597219826511,35.8616139656842,57.117818198053186,74.19016040280856,85.21323605797626
3,2,14.036051414753787,15.7268338495974,0.0018001800180018,81.70412235415559,0.0,8.184659940676497,3.894738937312473,18.48221322594366,35.25036578841343,50.95889024113514,70.91373702969632,81.6596037541437
3,3,13.816937701875043,15.0019756518702,0.0018001800180018,82.65555100065353,0.0,8.39837314501962,4.136219057125966,17.45151480185375,33.421052336908005,47.22004552531256,69.46666294016721,82.50561410660953
3,4,13.66188459893788,14.562780951656464,0.0018001800180018,80.7931393611451,0.0,8.412547333253565,4.249576278402594,17.482157771957162,32.11574465464246,47.02168368498208,67.86981832032747,80.57803391224172
3,5,13.58409401940112,14.263711457694908,0.0018001800180018,81.02395546697053,0.0,8.852326894969165,4.290962773363345,17.52062226853745,32.77858273560813,44.98718229163388,67.94038085632086,80.78327559354167
3,6,13.612685584647405,14.144900704029869,0.0018001800180018,81.17843752430974,0.0,8.755651087851017,4.25778242458622,17.364538402495985,33.040827377519655,44.40486877435074,67.29595808700489,80.92064103892767
3,7,13.53577441746411,13.941289276924737,0.0018001800180018,82.3313442493442,2.7939677238464355e-09,8.950271670514754,4.226728677436346,17.209271999119828,32.178856918556825,44.338756056226,65.37210212056307,81.96331469249596
3,8,13.527991831622261,13.827433568982531,0.0018001800180018,83.5306442680773,2.7939677238464355e-09,8.96261839227349,4.236663496739914,17.240638031936268,31.851241994201846,43.40131399001275,66.44945825063795,83.04289479614788
3,9,13.591586662572665,13.731358022599647,0.0018001800180018,79.2211334832073,2.7939677238464355e-09,9.20981144380364,4.261934162525353,17.21185611844694,31.83073395586574,44.31725277162993,64.62374481356346,78.93349715187367
3,10,13.563386674963802,13.496496708053003,0.0018001800180018,79.2952845540193,5.587935447692871e-09,9.212402990259767,4.353546996029292,17.457160085581428,31.731779801405253,41.99052332485402,63.43189099110621,78.97461735352752
3,11,13.591415736356856,13.33854018602366,0.0018001800180018,79.35602142477775,5.587935447692871e-09,9.356881225034524,4.536356947736169,17.493601221549834,31.03785717524996,41.44773994460467,63.34533607829484,79.10022712294878
3,12,13.660156957378323,13.334516410150886,0.0018001800180018,79.40668199601754,5.587935447692871e-09,9.30291190472689,4.583923760468034,17.48751567809071,30.944195191217418,41.78865728256559,64.2018769300758,78.96664684403527
3,13,13.68275886689361,13.284181636684835,0.0018001800180018,79.44958159558456,5.587935447692871e-09,9.246958783605427,4.596533554588971,17.459504814446532,31.393432825144455,41.36986872801771,63.809184674838434,79.01451916194392
3,14,13.711634927311806,13.196164379480162,0.0018001800180018,79.48637669042127,5.587935447692871e-09,9.450845086036118,4.68747013938834,17.636176436755736,31.89029195473345,41.585908225657505,63.83612530194193,79.07368256109577
3,15,13.717868944096718,13.101719442607195,0.0018001800180018,79.59671494975872,4.6566128730773926e-09,9.566339616762246,4.715220240514569,18.05642810359164,31.560221970245102,41.69847642452266,62.820270239664666,78.90442487010039
2,1,14.855306983404128,16.76951614187977,0.0009000900090009,85.25322048549128,0.0,8.918387392916975,3.4662746710865258,20.11169858537415,35.95378965226931,57.11470341526728,74.17946945700186,85.21319997094783
2,2,14.04893887837512,15.724109576186098,0.0009000900090009,81.70412235415559,0.0,8.196814674295872,3.896088525296232,18.4902632515796,35.21785167124804,50.95854581266996,70.90587949295008,81.65956357490182
2,3,13.821477687528748,14.994045844406699,0.0009000900090009,82.65555100065353,0.0,8.41012734298575,4.1694292652581915,17.513784591493803,33.40631679590238,47.20921805884709,69.46666294016134,82.50547878450303
2,4,13.671103983008534,14.566602945903737,0.0009000900090009,80.7931393611451,0.0,8.405460239136593,4.2495762791217775,17.52303019761242,32.08908001957023,46.99555507858805,67.86752597654137,80.57783977374999
2,5,13.603938416939583,14.268621815365425,0.0009000900090009,81.02395546697053,0.0,8.872456440085799,4.307876102140584,17.54860060206028,32.763857631624276,44.95340584500991,67.93634820584955,80.78305837343936
2,6,13.631276521575456,14.155728444740179,0.0009000900090009,81.17843752430974,0.0,8.758110831910525,4.250995341522804,17.372743372385603,33.133189530206444,44.40380051518556,67.27096032538081,80.92040837061963
2,7,13.552136327804172,13.939901422503581,0.0009000900090009,82.3313442493442,2.7939677238464355e-09,8.97129641989854,4.237265126322327,17.266374986782388,32.622060099655684,44.10127018743911,65.3663041520603,81.96298253585628
2,8,13.547079396357669,13.836315727434627,0.0009000900090009,83.5306442680773,2.7939677238464355e-09,8.995209081277526,4.238471829020172,17.24819676574686,31.98627656320394,43.37549175885112,66.44177396421603,83.04245458904336
2,9,13.60107872948712,13.727502564749068,0.0009000900090009,79.2211334832073,2.7939677238464355e-09,9.20201245670523,4.273101740231729,17.27841627596184,31.8628888243704,43.94239951129404,64.60961395286007,78.93323755229672
2,10,13.581809373997551,13.499215453967246,0.0009000900090009,79.2952845540193,5.587935447692871e-09,9.21560082583062,4.365480439067952,17.525848905718902,31.770212784023553,41.97917950434218,63.42991446201652,78.97432794269683
2,11,13.61243811618178,13.341215105536582,0.0009000900090009,79.35602142477775,5.587935447692871e-09,9.367583884198245,4.606613117600448,17.520907817281493,31.129351879117074,41.44430942114059,63.34447327500624,79.0999962616656
2,12,13.68358973098922,13.338722441540503,0.0009000900090009,79.40668199601754,5.587935447692871e-09,9.358040855439691,4.614345225809786,17.5128892137767,31.144756883098793,41.778662346680115,64.19242104906533,78.96624970039639
2,13,13.703475495280014,13.287761289089778,0.0009000900090009,79.44958159558456,5.587935447692871e-09,9.278421226825287,4.597978921418296,17.555960988980882,31.656863500397105,41.36683375091079,63.80511465657631,79.014126506318
2,14,13.72744928468411,13.199400849553614,0.0009000900090009,79.48637669042127,5.587935447692871e-09,9.521985095870624,4.691271321050299,17.701046066314152,31.8695320735322,41.577160013085496,63.81735914690033,79.07331009347011
