LIMIT;K;MEAN_ERROR;STD_ERROR;MAX_ERROR;MIN_ERROR;MEDIAN_ERROR;25th_PERCENTILE;75th_PERCENTILE;90th_PERCENTILE;95th_PERCENTILE;99th_PERCENTILE;99.99th_PERCENTILE
16;6;x;x;x;x;x;x;x;x;x;x;x
15;6;x;x;x;x;x;x;x;x;x;x;x
14;6;x;x;x;x;x;x;x;x;x;x;x
13;6;x;x;x;x;x;x;x;x;x;x;x
12;6;x;x;x;x;x;x;x;x;x;x;x
11;6;x;x;x;x;x;x;x;x;x;x;x
10;6;x;x;x;x;x;x;x;x;x;x;x
9;6;14.182410123099752;13.603010405672586;61.65235878796119;0.724542652206933;9.73389340654508;3.7523362365638295;21.304386968590446;33.73762098327709;36.481346291451835;61.581008597032046;61.6516452860519
8;6;13.832521655622449;13.570391664771925;61.65235878796119;0.25562397196345277;9.123935512766565;3.6242781025157744;20.04545475954781;33.49776687577662;36.42169512884414;61.57894047555584;61.65162460483714
7;6;13.683562536063587;13.543348361728833;61.65235878796119;0.25562397196345277;9.182234213640708;3.6128644030097234;19.415988655026492;33.45659708660026;36.39186954754029;61.57790641481773;61.65161426422976
6;6;13.668150679560194;13.549100867681448;61.65235878796119;0.25562397196345277;8.695840634367647;3.6128644030097234;19.415988655026492;33.45659708660026;36.39186954754029;61.57790641481773;61.65161426422976
5;6;13.788918047310453;13.481759242120658;61.65235878796119;0.25562397196345277;9.361206755706256;3.6166689695117404;20.972788260050606;33.4154272974239;36.36204396623644;61.57687235407963;61.651603923622375
4;6;13.604762959826793;13.480244265138353;61.65235878796119;0.25562397196345277;8.695840634367647;3.5461597539478076;20.4538550583759;33.374257508247545;36.332218384932595;61.575838293341526;61.65159358301499
3;6;13.597266579973251;13.483170558945803;61.65235878796119;0.25562397196345277;8.695840634367647;3.5461597539478076;20.4538550583759;33.374257508247545;36.332218384932595;61.575838293341526;61.65159358301499
20;7;x;x;x;x;x;x;x;x;x;x;x
19;7;x;x;x;x;x;x;x;x;x;x;x
18;7;x;x;x;x;x;x;x;x;x;x;x
17;7;x;x;x;x;x;x;x;x;x;x;x
16;7;x;x;x;x;x;x;x;x;x;x;x
15;7;x;x;x;x;x;x;x;x;x;x;x
14;7;x;x;x;x;x;x;x;x;x;x;x
13;7;x;x;x;x;x;x;x;x;x;x;x
12;7;x;x;x;x;x;x;x;x;x;x;x
11;7;x;x;x;x;x;x;x;x;x;x;x
10;7;x;x;x;x;x;x;x;x;x;x;x
9;7;13.87909667657395;13.685145646109;64.47854523378872;0.44495063525731254;9.64802636182003;3.4478008207351762;19.56310968974236;33.99160996809855;37.946947233270855;64.40732231928538;64.47783300464368
8;7;13.54544231162536;13.63999477195242;64.47854523378872;0.25562397196345277;9.232697269393942;3.4051786047682127;19.465028999931782;33.874522728710105;37.71595230992409;64.40525788698093;64.47781236032064
7;7;13.424941777914247;13.586705094763373;64.47854523378872;0.25562397196345277;8.919749134876334;3.416775507161042;19.415988655026492;33.83723538829264;37.600454848250685;64.40422567082871;64.47780203815913
6;7;13.41966545964315;13.589665801327602;64.47854523378872;0.25562397196345277;8.919749134876334;3.416775507161042;19.415988655026492;33.83723538829264;37.600454848250685;64.40422567082871;64.47780203815913
5;7;13.56755369117691;13.515461244730233;64.47854523378872;0.25562397196345277;9.359241277676954;3.4324454065922545;19.632976813754787;33.79994804787519;37.48495738657731;64.40319345467648;64.4777917159976
4;7;13.346811644577675;13.516781595281104;64.47854523378872;0.25562397196345277;8.919749134876334;3.393581702375383;19.514069344837072;33.762660707457734;37.36945992490392;64.40216123852427;64.47778139383608
3;7;13.380255436293826;13.511745524908486;64.47854523378872;0.25562397196345277;8.919749134876334;3.393581702375383;19.514069344837072;33.762660707457734;37.36945992490392;64.40216123852427;64.47778139383608
20;8;x;x;x;x;x;x;x;x;x;x;x
19;8;x;x;x;x;x;x;x;x;x;x;x
18;8;x;x;x;x;x;x;x;x;x;x;x
17;8;x;x;x;x;x;x;x;x;x;x;x
16;8;x;x;x;x;x;x;x;x;x;x;x
15;8;x;x;x;x;x;x;x;x;x;x;x
14;8;x;x;x;x;x;x;x;x;x;x;x
13;8;x;x;x;x;x;x;x;x;x;x;x
12;8;x;x;x;x;x;x;x;x;x;x;x
11;8;x;x;x;x;x;x;x;x;x;x;x
10;8;x;x;x;x;x;x;x;x;x;x;x
9;8;14.076282353901563;13.697577759871754;66.5109325420133;0.7712134429651357;9.399581880257603;3.956557711636387;19.219446051566326;34.15368599491416;38.82820629833691;63.59535567673744;66.48177677336052
8;8;13.717943385497072;13.669732168528789;66.5109325420133;0.25562397196345277;9.05992079149615;3.6779176122071324;18.826360844645997;34.04435770518982;38.42700504179335;63.510846202381636;66.48093167861694
7;8;13.578341260530578;13.62992845146781;66.5109325420133;0.25562397196345277;8.753151810764939;3.806515967176718;18.62981824118583;33.988199811830164;38.226404413521514;63.4685914652037;66.48050913124514
6;8;13.578341260530578;13.62992845146781;66.5109325420133;0.25562397196345277;8.753151810764939;3.806515967176718;18.62981824118583;33.988199811830164;38.226404413521514;63.4685914652037;66.48050913124514
5;8;13.69489188144319;13.549265975370114;66.5109325420133;0.25562397196345277;9.280538592804472;3.8234531553508324;19.219446051566326;33.93204191847052;38.025803785249735;63.426336728025774;66.48008658387342
4;8;13.492570898817231;13.557394832047777;66.5109325420133;0.25562397196345277;8.753151810764939;3.4950068304359156;19.022903448106163;33.87588402511087;37.825203156977956;63.384081990847896;66.47966403650162
3;8;13.508115430977512;13.547024361741604;66.5109325420133;0.25562397196345277;8.753151810764939;3.5493192572375465;19.022903448106163;33.87588402511087;37.825203156977956;63.384081990847896;66.47966403650162
20;9;x;x;x;x;x;x;x;x;x;x;x
19;9;x;x;x;x;x;x;x;x;x;x;x
18;9;x;x;x;x;x;x;x;x;x;x;x
17;9;x;x;x;x;x;x;x;x;x;x;x
16;9;x;x;x;x;x;x;x;x;x;x;x
15;9;x;x;x;x;x;x;x;x;x;x;x
14;9;x;x;x;x;x;x;x;x;x;x;x
13;9;x;x;x;x;x;x;x;x;x;x;x
12;9;x;x;x;x;x;x;x;x;x;x;x
11;9;x;x;x;x;x;x;x;x;x;x;x
10;9;x;x;x;x;x;x;x;x;x;x;x
9;9;14.350300448422928;13.895905103616373;68.18042951268544;0.5996685508090707;9.801052086848447;3.931189652749276;19.171134479688465;33.798447726495326;39.70238159023504;62.409909768189465;68.12272431524046
8;9;13.9714754997588;13.878970477266554;68.18042951268544;0.25562397196345277;9.401908914533879;3.795223374441981;18.68142612901241;33.619364837792844;39.2105072757102;62.24264832632005;68.12105170082171
7;9;13.824358210734035;13.841785264146198;68.18042951268544;0.25562397196345277;9.069198453590243;3.5959972968564817;18.436571953674385;33.61042837414397;38.9645701184477;62.15901760538529;68.12021539361234
6;9;13.829375867425988;13.839807161772205;68.18042951268544;0.25562397196345277;9.069198453590243;3.5959972968564817;18.436571953674385;33.61042837414397;38.9645701184477;62.15901760538529;68.12021539361234
